Number ,Company name,Primary UK SIC (2007) code,"Turnover
th GBP 2012","Turnover
th GBP 2013","Turnover
th GBP 2014","Turnover
th GBP 2015","Turnover
th GBP 2016","Turnover
th GBP 2017","Turnover
th GBP 2018","Turnover
th GBP 2019","Turnover
th GBP 2020","Turnover
th GBP 2021"
3395,SANDFORD ASSETS LIMITED,77320,n.a.,"8,015","11,559","11,662","10,839","11,778","12,709","15,790","22,299","23,927"
3396,KDC VEOLIA DECOMMISSIONING SERVICES UK LIMITED,39000,"20,023","15,870","14,357","19,071","18,610","16,605","15,439","17,953","11,647","23,246"
3397,AEM LIMITED,30300,"23,181","25,262","24,072","24,783","25,997","26,114","26,328","29,818","24,974","23,242"
3398,FAAC ELECTRONICS LIMITED,27900,"18,762","18,016","16,877","17,309","20,087","21,772","20,473","19,946","19,641","19,579"
3399,LAND INSTRUMENTS INTERNATIONAL LIMITED,26511,"18,689","18,270","17,655","18,059","17,814","20,708","23,122","23,411","22,617","23,235"
3400,K W BELL GROUP LIMITED,41202,"13,533","12,776","13,019","11,207","12,970","15,403","10,659","18,627","16,898","22,705"
3401,ELIAS ENTERPRISES LIMITED,46410,"18,707","21,336","25,230","22,512","23,358","22,358","20,447","21,558","18,481","20,175"
3402,RIDGWAY RENTALS LTD,77320,"7,992","7,997","11,539","11,651","10,818","11,756","12,621","15,782","22,237","23,899"
3403,THE MOUNTAIN BOOT COMPANY LIMITED,46160,"9,492","10,166","11,407","10,539","12,328","14,811","16,045","16,350","13,662","20,831"
3404,DISPLAYPLAN LIMITED,46900,"23,487","16,502","14,641","16,284","20,316","11,483","10,455","14,208","17,596","23,226"
3405,MK BATTERY INTERNATIONAL LIMITED,46520,"21,811","21,004","19,794","19,995","21,011","24,438","24,203","26,291","22,821","22,038"
3406,BGC TECHNOLOGY INTERNATIONAL LIMITED,62090,"19,257","16,350","15,370","13,861","15,825","20,337","26,382","31,088","28,864","23,220"
3407,CARLSON VEHICLE TRANSFER LTD,49410,"13,669","16,687","20,525","24,800","25,842","25,616","25,206","26,007","19,098","23,218"
3408,CATHELCO LIMITED,30110,"18,782","16,603","17,431","18,279","20,203","20,201","12,177","23,245","22,759","23,212"
3409,S.C.W.S. (HOLDINGS) LIMITED,41201,"12,103","15,191","11,410","15,067","18,906","19,606","20,409","23,290","18,112","14,977"
3410,ERF ELECTRICAL WHOLESALERS LTD.,46439,"19,693","18,281","21,112","21,069","20,819","22,787","26,083","26,973","20,051","23,210"
3411,E.PARK & SONS LIMITED,10310,"33,897","49,512","43,302","33,120","30,779","39,730","33,485","36,883","35,629","25,517"
3412,OPTIONS CONSULTANCY SERVICES LIMITED,96090,"16,037","16,805","20,405","25,164","22,433","22,853","17,553","16,182","19,621","22,375"
3413,METAL ONE UK LIMITED,46720,"24,140","58,625","44,202","34,364","42,407","60,778","70,517","65,005","45,259","57,290"
3414,MORAN'S RETAIL LTD,82990,n.a.,"9,821","14,546","13,846","13,785","15,098","15,437","15,159","19,218","21,044"
3415,PRIDE MOBILITY PRODUCTS LIMITED,46690,"13,572","13,222","13,938","12,792","12,435","13,901","14,529","17,867","17,484","23,196"
3416,FOOTBALL ASSOCIATION OF WALES LIMITED,93199,"8,297","7,950","8,760","10,368","20,910","23,870","12,920","15,320","14,565","28,065"
3417,OWEN GREENINGS & MUMFORD (HOLDINGS) LIMITED,22290,"21,720","19,738","18,276","18,500","19,128","20,670","23,548","23,802","24,074","19,432"
3418,K2 PARTNERING SOLUTIONS LIMITED,78300,"27,008","23,764","22,188","26,030","22,074","21,496","21,707","22,636","20,644","23,185"
3419,W.E.RAWSON LIMITED,13950,"22,395","21,825","22,234","24,208","23,170","22,297","22,146","21,280","17,658","19,789"
3420,WHITELINE MANUFACTURING LIMITED,32990,"8,885","11,218","13,413","13,788","14,779","15,349","16,392","16,575","14,449","21,592"
3421,SHAWSTON INTERNATIONAL LIMITED,46740,"9,814","10,748","12,243","13,357","15,256","15,228","16,925","19,665","19,484","17,134"
3422,MITSUBISHI UFJ BAILLIE GIFFORD ASSET MANAGEMENT LIMITED,66300,"6,827","7,846","8,589","8,750","10,324","12,665","13,901","15,145","19,703","23,183"
3423,COFORGE ADVANTAGEGO LIMITED,63110,"20,480","17,086","16,483","16,548","18,739","17,070","19,640","21,282","26,082","31,427"
3424,BRISTOWS (SERVICES) LIMITED,69102,,"15,459","15,367","15,957","17,026","17,543","18,153","18,830","20,397","21,248"
3425,MTREC LIMITED,78200,,"20,033","24,916","31,373","44,923","50,478","42,869","29,681","23,776","23,174"
3426,MIZEN PROPERTIES LIMITED,68100,"13,859","26,061","23,079","36,311","49,478","42,428","32,682","54,320","27,293","23,172"
3427,ADSTREAM (UK) LIMITED,59133,"11,710","10,915","11,038","11,078","12,105","12,722","10,630","9,576","7,740","34,752"
3428,HGV DIRECT LIMITED,45320,,"8,063","11,521","12,663","13,302","14,083","14,978","16,559","17,621","23,167"
3429,SHOREWOOD LEISURE GROUP LIMITED,55201,"16,089","14,148","15,755","17,486","17,551","16,011","11,628","14,143","13,964","23,157"
3430,MURLEY AUTO LIMITED,45111,"15,413","15,292","15,909","19,306","19,464","17,110","20,653","20,028","15,723","21,446"
3431,STEEL SECTIONS (WARLEY) LIMITED,24320,"12,361","10,199","10,593","10,263","9,855","12,418","13,213","13,971","11,983","16,638"
3432,COLE-PARMER LIMITED,32500,"18,088","20,738","20,932","20,152","24,661","19,077","18,929","20,110","19,235","23,142"
3433,BONNINGTON PLASTICS LIMITED,46900,"16,390","21,088","26,534","31,683","27,350","29,295","31,302","31,055","21,084","23,142"
3434,BRIDEWELL U.K. LIMITED,82990,"33,978","33,428","35,293","40,040","40,428","34,869","30,116","27,595","21,115","23,140"
3435,HASELTINE LAKE KEMPNER LLP,69102,"23,936","25,487","25,459","25,035","26,880","30,178","32,650","34,412","38,361","22,643"
3436,KEYCLAD LIMITED,43910,"16,275","16,160","17,747","17,130","19,282","17,299","22,749","18,200","23,934","23,126"
3437,FABLINK TANK SYSTEMS LIMITED,25990,"15,883","11,815","11,150","9,979","7,277",n.a.,"20,458","19,921","16,051","13,583"
3438,POPULOUS LIMITED,71111,"16,484","17,917","19,627","26,174","31,602","38,630","36,622","21,234","20,361","23,111"
3439,B & T PLANT HIRE LIMITED,43999,"10,116","10,778","12,595","14,302","16,150","17,840","20,953","22,389","22,961","20,681"
3440,BIOTRIAL INTERNATIONAL LIMITED,86900,"11,619","8,874","11,599","11,280","15,392","8,820","7,957","14,002","14,465","16,598"
3441,EINHELL UK LTD,46690,"6,861","6,864","7,653","8,691","11,785","17,759","23,329","23,093","23,423","23,101"
3442,SMS ELECTRONICS LIMITED,27900,"32,039","29,284","25,182","17,859","16,777","22,710","29,546","27,451","25,081","23,100"
3443,JJ ROOFING SUPPLIES LIMITED,46730,"8,723","9,444","12,015","14,742","10,296","17,404","19,340","20,045","22,618","23,096"
3444,THE SPORTSMAN GUN CENTRE LIMITED,47640,"14,578","14,874","13,916","13,104","12,914","15,265","17,013","17,897","18,721","20,111"
3445,OPM (LABELS & PACKAGING) GROUP LIMITED,18129,"7,799","8,363","8,909","10,155","11,283","14,369","16,725","18,514","19,444","24,521"
3446,J M SCULLY LIMITED,43999,"34,941","26,111","33,174","31,634","33,996","30,147","29,973","29,053","29,193","16,645"
3447,J M SCULLY (HOLDINGS) LIMITED,41201,"34,941","26,111","33,174","31,634","33,996","30,147","29,973","29,053","29,193","16,645"
3448,PRIMEUR LIMITED,46900,"15,529","15,071","16,235","15,107","17,530","16,928","16,305","16,355","18,472","23,081"
3449,PROPHET BRAND STRATEGY LIMITED,70229,"7,151","9,324","9,558","11,929","16,268","18,070","19,493","13,765","18,413","23,081"
3450,COPPARD PLANT HIRE LIMITED,43999,"8,931","9,150","10,363","13,817","14,283","15,599","15,825","17,453","16,865","21,832"
3451,CATALINA SERVICES UK LIMITED,82990,"3,738","4,812","5,189","6,135","6,120","12,151","15,055","16,806","19,247","23,075"
3452,AVOIRA LIMITED,61900,"5,949","7,265","7,444","7,386","8,544","9,692","9,493","11,726","21,464","23,074"
3453,MERRYDOWN PLC,11030,"43,020",n.a.,"41,049","40,157","41,861","37,763","41,250",n.a.,"35,197","23,074"
3454,ARTISAN (UK) PLC,70100,"13,892","5,337","13,990","19,150","18,244","10,982","20,642","23,712","14,619","18,076"
3455,ASPEN FINANCE LIMITED,82990,"13,888","5,333","13,986","19,146","18,275","10,982","20,642","23,712","14,619","18,076"
3456,PULL & BEAR UK LIMITED,47710,"11,930","13,508","15,559","18,513","18,724","22,422","29,207","33,715","31,092","23,066"
3457,BRIGHTGREEN PLASTICS LIMITED,22290,"26,403","28,958","31,813","27,433","27,718","21,376","21,367","22,801","17,005","23,065"
3458,INTELLIGENT LENDING LIMITED,64999,833,895,910,578,668,"14,950","15,423","16,000","23,118","11,722"
3459,YAKULT UK LIMITED,46330,"20,424","18,129","17,163","17,105","17,711","18,875","19,356","18,828","21,957","23,053"
3460,CENTRIFORCE PRODUCTS LIMITED,22210,"9,667","11,725","14,195","16,613","18,757","18,085","18,585","17,939","19,661","18,002"
3461,HARROGATE SPRING WATER LIMITED,11070,"6,911","8,008","9,144","10,197","13,036","15,804","19,716","21,515","10,418","23,051"
3462,S.L.E. LIMITED,32500,"13,356","15,659","12,479","13,979","12,883","14,003","14,927","16,115",n.a.,"30,483"
3463,HASGROVE LIMITED,70210,"24,858","8,434","5,362","5,827","7,566","9,576","12,511","16,257","19,911","23,046"
3464,CORA FOUNDATION,96090,"14,414","16,507","18,094","20,245","21,061","20,904","22,346","24,048","23,438","24,076"
3465,ALLENSMORE NURSERIES LIMITED,32990,"7,369","8,009","11,037","12,354","11,585","12,065","12,031","13,716","14,208","22,763"
3466,LIQUIDLOGIC LIMITED,62020,"5,184","7,294","10,251","13,019","14,848","16,507","19,339","23,060","25,027","23,353"
3467,PRACTICUS LIMITED,70229,"36,733","40,538","47,909","54,497","51,165","39,729","37,782","33,558","23,665","23,024"
3468,MONDRIAN LIMITED,47781,,"6,913","10,567","12,252","14,344","18,093","21,123","23,982","16,945","23,019"
3469,C & K WOOD (U.K.) LIMITED,1470,"14,928","18,797","20,444","20,414","20,443","21,558","22,424","18,988","22,853","23,012"
3470,VEOLIA ENVIRONMENTAL SERVICES TECHNICAL SOLUTIONS LIMITED,37000,"10,763","11,227","10,467","11,777","14,130","18,121","21,621","18,099","24,632","23,011"
3471,DISPLAYDATA LIMITED,72190,"12,050","10,770","13,286","14,075","6,365","17,448","27,610","18,987","15,379","23,011"
3472,J.J. SWEENEY LIMITED,43320,,"11,310","10,640","9,323","17,111","13,062","11,111","16,719","30,090","16,032"
3473,BEECHDEAN DAIRIES LIMITED,10520,,"12,019","13,425","15,655","18,513","18,949","18,698","22,305","22,239","16,830"
3474,KI (UK) LIMITED,31090,,"11,211","12,720","17,513","15,215","18,054","20,996","19,515","14,494","18,779"
3475,RESONATE HOLDINGS LIMITED,62012,"28,117","25,613","23,108","21,465","26,638","22,469","23,953","25,200","26,811","30,771"
3476,RESONATE GROUP LIMITED,62012,"26,220","23,609","21,124","20,119","25,018","21,311","23,953","25,200","26,811","30,771"
3477,J. V. BARRETT & CO. LIMITED,20590,"18,549","19,183","17,557","15,793","16,005","19,744","18,372","17,382","22,092","23,007"
3478,DELTA ELECTRONICS (UK) LTD,27120,"18,801","32,820","19,439","25,710","24,276","16,498","18,729","28,762","24,658","23,005"
3479,GAMESMAN LIMITED,46900,"16,622","15,484","32,673","32,893","43,065","39,243","41,491","31,974","14,291","13,805"
3480,PAY AND SHOP LIMITED,62,"7,957","11,945","14,913","14,937","10,487","19,699","20,890","20,989","23,215","22,990"
3481,ALG TIDE UK LIMITED,79120,n.a.,"15,230","31,216","30,234","33,617","33,421","49,552","64,586","11,707","22,986"
3482,TEX PLASTICS LTD,22290,"13,043","14,349","12,687","13,519","13,486","13,131","13,882","14,831",n.a.,"21,566"
3483,HESSLE PLANT LIMITED,77320,"9,959","11,151","12,116","13,884","15,035","16,366","16,793","19,327","18,482","22,984"
3484,THE REALLY USEFUL GROUP LIMITED,90010,"31,445","38,017","30,384","33,255","33,193","33,725","36,966","41,204","29,376","8,517"
3485,T.H.F.C. (FUNDING NO.2) PLC,64999,"23,209","23,200","23,172","23,231","23,124","23,100","23,076","23,046","23,020","22,989"
3486,D. D. PORTER LIMITED,41201,"13,087","16,830","22,464","21,078","20,377","14,329","29,298","19,155","23,037","18,363"
3487,D. GEDDES (CONTRACTORS) LIMITED,8990,"16,970","15,762","16,400","18,415","17,267","18,337","16,687","16,559","17,473","22,965"
3488,IRISH MUSIC RIGHTS ORGANISATION COMPANY LIMITED BY GUARANTEE,59,"30,815","31,859","21,842","22,627","26,887","29,564","34,120","32,052","23,642","22,962"
3489,IAN H. CAMERON LIMITED,45111,"13,026","12,967","14,532","15,942","17,591","18,943","18,283","21,904","18,135","23,617"
3490,CARRIER REFRIGERATION UK LIMITED,96090,"25,307","19,562","23,732","15,296","13,995","15,067","13,501","13,074","20,567","22,955"
3491,CHURNGOLD CONSTRUCTION HOLDINGS LIMITED,42990,"21,635","23,179","28,825","38,442","30,652","30,665","30,781","29,091","23,166","23,646"
3492,ADVANCED RESOURCE MANAGERS ENGINEERING LIMITED,78200,n.a.,"52,945","35,065","33,418","30,889","29,643","32,545","29,311","28,024","19,124"
3493,AGNEW LEASING LTD,45111,"9,679","19,506","22,093","23,095","21,816","23,338","22,109","20,730","20,270","22,944"
3494,ANGUS MONTGOMERY LIMITED,82301,"10,931","19,834","11,658","20,909","15,439","24,491","17,358","31,508","13,926","1,378"
3495,POTEN & PARTNERS (UK) LTD,74909,"11,314","11,876","18,577","19,319","19,290","18,659","20,565","25,339","26,374","22,942"
3496,ELECTRONIC MODULAR SERVICES LIMITED,27900,"7,827","8,675","11,099","11,855","11,753","21,183","17,648","18,721","19,509","22,942"
3497,MARRON CIVIL ENGINEERING LIMITED,42990,"15,688","13,351","17,892","19,194","21,230","24,251","23,658","20,031","23,674","22,940"
3498,Unio Financial Services LIMITED,82990,"9,909","10,939","10,738","10,803","13,052","15,339","22,116","17,074","19,829","22,935"
3499,NEWQUIP LIMITED,46610,"11,626","20,243","8,439","17,896","19,738","30,280","30,661","30,255","21,996","23,857"
3500,CAE (UK) PLC,85590,"26,549","28,789","27,387","24,349","12,898","28,803","34,180","19,110","26,742","19,981"
3501,I.C.B. EMULSIONS LIMITED,20590,"23,725","22,716","21,241","16,062","17,146","14,657","17,784","18,995","17,577","22,927"
3502,SYNEXUS LIMITED,74909,"15,198","18,176","11,540","13,760","13,238","12,704","17,816","20,329","17,444","22,925"
3503,FOLD HILL FOODS LIMITED,10920,"25,078","28,410","30,000","30,038","29,234","31,319","33,461","31,918","24,579","22,922"
3504,LIVEPERSON (UK) LIMITED,82990,"9,310","11,054","11,516","11,490","12,394","11,009","17,554","18,362","22,754","22,922"
3505,PETER RAMSEY & SONS LIMITED,68209,"9,794","9,373","12,251","13,402","14,182","13,946","14,856","16,138","14,213","22,921"
3506,SECO TOOLS (U.K.) LIMITED,25730,"27,669","26,806","27,554","24,183","22,657","26,286","28,497","27,673","20,772","22,920"
3507,PORTAKABIN (SCOTLAND) LIMITED,77390,"16,418","15,321","20,940","35,368","22,716","20,342","27,472","25,573","23,249","22,920"
3508,SUPREME PETFOODS LIMITED,10920,"9,177","9,336","10,477","10,220","9,981","11,005","11,856","12,911","15,741","19,776"
3509,SUPREME PET FOOD HOLDINGS LIMITED,82990,"9,177","9,336","10,477","10,220","9,981","11,005","11,856","12,911","15,741","19,776"
3510,SEARS MANUFACTURING CO. (EUROPE) LIMITED,30990,"18,305","20,958","21,416","19,256","17,227","19,402","20,162","20,052","17,367","22,914"
3511,SYSPAL LIMITED,25110,"11,464","11,684","14,510","17,054","17,284","18,088","20,032","20,940","18,607","18,264"
3512,JAMES ROBINSON FIBRES LIMITED,13100,"17,725","16,081","20,539","19,551","18,398","21,327","22,155","22,463","15,388","20,101"
3513,FERALCO (UK) LIMITED,82990,"17,849","18,051","15,957","16,373","16,673","16,840","18,747","19,354","34,197","22,901"
3514,VISA CEMEA (UK) LIMITED,64999,"44,699","28,752","25,348","23,685","26,986","24,210","25,546","24,406","24,166","22,894"
3515,HALEY SECURITIES LIMITED,25110,"19,068","17,260","17,643","22,325","20,883","18,493","26,409","20,448","15,336","22,894"
3516,SITE OPERATIVE SOLUTIONS LIMITED,78200,"18,710","18,634","21,011","20,180","17,623","18,240","28,940","30,215","24,851","22,888"
3517,S.C.W.S. LIMITED,41201,"12,177","15,427","11,543","15,376","19,078","19,951","20,310","23,207","17,915","14,861"
3518,ROCK CHEMICALS LIMITED,32990,"19,612","18,151","21,293","21,392","21,919","28,056","29,308","32,497","30,440","20,869"
3519,3B CONSTRUCTION LTD,41100,"9,604","8,556","10,326","10,191","13,168","20,096","11,950","25,599","18,353","15,902"
3520,COBALT HEALTH,86900,"6,062","6,424","7,893","8,201","8,770","9,840","10,605","11,786","13,750","21,675"
3521,SWAN MILL PAPER COMPANY LIMITED,17290,"36,356","35,305","35,950","39,447","37,779","35,317","32,731","32,808","30,532","11,569"
3522,MARKET SECURITIES LLP,66120,"40,616","35,093","43,009","37,632","36,720","31,659","31,412","29,377","25,546","16,919"
3523,TRATOS (UK) LIMITED,27320,"22,215","19,677","25,825","27,069","25,875","19,175","23,699","19,516","18,770","22,877"
3524,ASK4 LIMITED,62020,"7,770","10,224","15,670","11,809","12,966","13,474","14,879","19,051","20,348","22,864"
3525,JBMI GROUP LIMITED,23990,"33,666","36,261","33,183","38,514","34,835","43,581","45,424","29,881","19,716","22,856"
3526,CELTIC ROADS GROUP (DUNDALK) DESIGNATED ACTIVITY COMPANY,42110,"16,521","17,409","17,169","17,106","21,759","23,297","24,644","24,565","21,650","22,846"
3527,FANTASIA (LONDON) LIMITED,47710,"23,551","30,275","31,461","29,783","30,679","35,952","36,062","32,029","19,232","22,844"
3528,SAMTEC (EUROPE) LIMITED,26110,"12,978","14,128","14,306","18,331","21,983","22,912","24,101","24,303","21,533","22,843"
3529,SILICON SENSING SYSTEMS LIMITED,32990,"16,590","15,537","11,862","7,489","13,186","16,635","20,908","23,958","21,744","22,835"
3530,KEL-TECH ENGINEERING (WATERFORD) LIMITED,4399,"12,412","9,254","9,061","8,863","10,986","12,673","15,916","19,647","17,459","14,233"
3531,STEPHENS AND GEORGE LIMITED,18129,"23,556","22,840","23,012","25,221","25,158","28,765","28,371","30,803","29,627","16,107"
3532,ITP ENGINES UK LIMITED,30300,"18,014","19,729","23,445","25,115","24,520","26,006","23,095","25,024","26,739","22,832"
3533,PETER RAMSEY & SONS (DENHOLME) TIMBER LIMITED,16290,"9,794","9,373","12,251","13,402","14,182","13,946","14,856","16,138","14,213","22,829"
3534,BOWER GREEN LIMITED,52103,"6,267","7,511","9,621","9,969","10,985","15,184","13,632","15,790","16,938","29,585"
3535,HEAVYWEIGHT AIR EXPRESS LIMITED,51210,"18,595","16,842","15,218","15,216","14,382","13,813","30,294","18,844","25,314","22,816"
3536,SARVAL (HARTSHILL) LIMITED,10910,"17,487","26,474","24,973","27,303","26,377","28,503","25,167","24,013","22,541","22,815"
3537,OBJECTIVE MEDIA GROUP LIMITED,59113,"32,262","25,285","26,526","19,578","10,708","17,459","9,941","13,227","16,608","22,811"
3538,AGRIA PET INSURANCE LIMITED,64999,"9,849","10,192","10,608","11,340","12,223","14,386","13,365","15,729","19,254","22,808"
3539,LMAX LIMITED,64999,"3,738","18,103","26,155","23,031","27,706","30,493","8,613","11,578","15,671","22,798"
3540,ALEXANDER ROSS HOLDINGS LIMITED,20411,"14,588","15,340","15,484","16,004","16,191","16,773","17,635","18,464","24,744","22,792"
3541,MAM SOFTWARE LIMITED,62030,"11,607","12,043","13,753","14,907","15,103","15,650","16,989","18,056","25,130","22,789"
3542,CHURNGOLD CONSTRUCTION LIMITED,41201,"20,742","21,565","28,162","37,316","30,662","30,509","30,625","28,935","23,010","23,480"
3543,ALUPROF UK LIMITED,46720,"4,099","5,127","8,106","9,244","9,937","12,383","15,851","18,784","17,554","22,778"
3544,ALPHA MARKETING PLC,46650,"12,431","13,507","14,861","17,467","21,114","26,041","25,187","25,514","19,590","22,774"
3545,ALPHA MARKETING HOLDINGS LIMITED,46150,"12,431","13,497","14,852","17,459","21,114","26,041","25,187","25,514","19,590","22,774"
